ID;FINGERPRINT;STELLENNUMMER_AVAM;STELLENNUMMER_EGOV;URL;BEZEICHNUNG;BESCHREIBUNG;DETAILANGABEN;ERGAENZENDE_ANGABEN;STELLENANTRITT;AB_SOFORT_B;VERTRAGSDAUER;UNBEFRISTET_B;PENSUM_VON;PENSUM_BIS;GLEICHE_OSTE;ARBEITSZEIT_STD;LOHN_MIN;LOHN_MAX;WAEHRUNG;LOHNART_CODE;ALTER_VON;ALTER_BIS;GESCHLECHT_CODE;ANGABEN_ALTER;ARBEITSORTGEMEINDE;ARBEITSORT_TEXT;KANTON;ARBEITSORT_PLZ;ARBEITSORT_AUSLAND;ARBEITSORT_REGION;ARBEITSLAND_DE;ARBEITSLAND_FR;ARBEITSLAND_IT;ARBEITSAMTBEREICH;KATEGORIE_CODE;ANMELDE_DATUM;ABMELDE_DATUM;ABMELDE_GRUND_CODE;GUELTIGKEIT;PRIV_FAHRZEUG_B;JOB_SHARING_B;BEHINDERT;WWW_PUBLIKATION_B;WWW_ANONYM_B;SSI_PUBLIKATION_B;SSI_ANONYM_B;TELETEXT_B;TELETEXT_ANONYM_B;TELETEXT_KANAL_CODE;TELETEXT_ZUSATZTEXT;EURES_B;EURES_ANONYM_B;BEWER_SCHRIFTLICH_B;BEWER_ELEKTRONISCH_B;BEWER_TELEFONISCH_B;BEWER_PERSOENLICH_B;UNT_NAME;UNT_STRASSE;UNT_HAUS_NR;UNT_PLZ;UNT_ORT;UNT_POSTFACH;UNT_POSTFACH_PLZ;UNT_POSTFACH_ORT;UNT_LAND;UNT_TELEFON;UNT_EMAIL;UNT_URL;KP_ANREDE_CODE;KP_NAME;KP_VORNAME;KP_TELEFON_NR;KP_EMAIL;BQ1_AVAM_BERUF_NR;BQ1_QUALIFIKATION_CODE;BQ1_VERWANDTE_BERUFE_B;BQ1_ERFAHRUNG_CODE;BQ1_AUSBILDUNG_CODE;BQ2_AVAM_BERUF_NR;BQ2_QUALIFIKATION_CODE;BQ2_VERWANDTE_BERUFE_B;BQ2_ERFAHRUNG_CODE;BQ2_AUSBILDUNG_CODE;BQ3_AVAM_BERUF_NR;BQ3_QUALIFIKATION_CODE;BQ3_VERWANDTE_BERUFE_B;BQ3_ERFAHRUNG_CODE;BQ3_AUSBILDUNG_CODE;SK1_SPRACHE_CODE;SK1_MUENDLICH_CODE;SK1_SCHRIFTLICH_CODE;SK1_MUTTERSPRACHE_B;SK1_AUFENTHALT_B;SK2_SPRACHE_CODE;SK2_MUENDLICH_CODE;SK2_SCHRIFTLICH_CODE;SK2_MUTTERSPRACHE_B;SK2_AUFENTHALT_B;SK3_SPRACHE_CODE;SK3_MUENDLICH_CODE;SK3_SCHRIFTLICH_CODE;SK3_MUTTERSPRACHE_B;SK3_AUFENTHALT_B;SK4_SPRACHE_CODE;SK4_MUENDLICH_CODE;SK4_SCHRIFTLICH_CODE;SK4_MUTTERSPRACHE_B;SK4_AUFENTHALT_B;SK5_SPRACHE_CODE;SK5_MUENDLICH_CODE;SK5_SCHRIFTLICH_CODE;SK5_MUTTERSPRACHE_B;SK5_AUFENTHALT_B
"41006fa99247594eb3eec2378c2cbe6087ceb8cb76a3b46c80d7988a1fc4a80de9741f77b8dca66a";"41006fa99247594eb3eec2378c2cbe6087ceb8cb76a3b46c80d7988a1fc4a80de9741f77b8dca66a";;;"http://www.profinter.ch/index.php/candidats/postes-actuels/transitaire/";"Transitaire";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2014-09-23-14.08.49.000000";;;;;;;;;;;;;;;;;;;;;"Profinter SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"41006fa99247594eb3eec2378c2cbe6087ceb8cbbfa13a76e7f0778e4924a45a8e494b09a1f652c8";"41006fa99247594eb3eec2378c2cbe6087ceb8cbbfa13a76e7f0778e4924a45a8e494b09a1f652c8";;;"http://www.profinter.ch/index.php/candidats/postes-actuels/un-e-assistant-e-de-gerance/";"un(e) Assistant(e) de gérance";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2013-05-31-18.16.26.000000";;;;;;;;;;;;;;;;;;;;;"Profinter SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"41006fa99247594eb3eec2378c2cbe6087ceb8cb24fa338a5a0881f644d9a46d8dfd849ba54ac354";"41006fa99247594eb3eec2378c2cbe6087ceb8cb24fa338a5a0881f644d9a46d8dfd849ba54ac354";;;"http://www.profinter.ch/index.php/candidats/postes-actuels/une-conseillerere-en-assurance-au-service-externe/";"un(e) conseiller/ère en assurance au service externe";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2014-09-23-14.08.49.000000";;;;;;;;;;;;;;;;;;;;;"Profinter SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"41006fa99247594eb3eec2378c2cbe6087ceb8cb1d3bd81bfab5139319d6ea3fd815f55ae060a492";"41006fa99247594eb3eec2378c2cbe6087ceb8cb1d3bd81bfab5139319d6ea3fd815f55ae060a492";;;"http://www.profinter.ch/index.php/candidats/postes-actuels/une-gestionnaire-de-sinistre-et-perte-de-gain/";"un(e) Gestionnaire de sinistre et perte de gain";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2014-09-23-14.08.49.000000";;;;;;;;;;;;;;;;;;;;;"Profinter SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"b1c16753f8776ab41f2156723ca3ad12c8d3fd61a999a497bb4ab0e9c85b334f695a19f886a83303";"b1c16753f8776ab41f2156723ca3ad12c8d3fd61a999a497bb4ab0e9c85b334f695a19f886a83303";;;"http://www.caritasge.ch/cm_data/Annonce_MPC__2015.pdf";"Voir l'offre";;;;;;;;100;100;;;;;;;;;;;"6621";"CH-1205 Genève";"GE";"1205";;"GE01";;;;;;"2015-07-14-14.04.15.000000";;;;;;;;;;;;;;;;;;;;;"Caritas Genève";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"a9f5aa5afc4c744f02a073d1821bee7bd1aa8d22408564a780fcc6f3cbeb2ebcfc3b74121bfa55d6";"a9f5aa5afc4c744f02a073d1821bee7bd1aa8d22408564a780fcc6f3cbeb2ebcfc3b74121bfa55d6";;;"http://www.jobup.ch/masks/pdf/1142461.pdf";"Analyste programmeur(euse)";;;;;;;;100;100;;;;;;;;;;;;"Genève (Ville de Genève)";"GE";;;;;;;;;"2015-07-02-05.21.48.000000";;;;;;;;;;;;;;;;;;;;;"Bossinterim SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"a9f5aa5afc4c744f02a073d1821bee7bd1aa8d22793f162e9e7cd54da2ea20f9499fbf996443aa44";"a9f5aa5afc4c744f02a073d1821bee7bd1aa8d22793f162e9e7cd54da2ea20f9499fbf996443aa44";;;"http://www.jobup.ch/search/Jobview.asp?cmd=showPosting&PID=1143978&lang=fr&gui=0";"Pompiste à béton";;;;;;;;100;100;;;;;;;;;;;;"Genève (Ville de Genève)";"GE";;;;;;;;;"2015-07-07-15.32.14.000000";;;;;;;;;;;;;;;;;;;;;"Bossinterim SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c0e0429bd63d23f9856342631e5438d3cb5927540a36b434fef4f92555f784ac560d71417a93cab6";"c0e0429bd63d23f9856342631e5438d3cb5927540a36b434fef4f92555f784ac560d71417a93cab6";;;"http://www.silverline-relocations.com/real-estate-geneva.php";"Real Estate Geneva - By Silverline Relocations";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2014-07-26-18.16.36.000000";;;;;;;;;;;;;;;;;;;;;"Silverline Relocations Sàrl";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"0715d58c74869d445849a688c0f3804892a5d6a11667be55d16d7ebde51ecc2794d1adb315356338";"0715d58c74869d445849a688c0f3804892a5d6a11667be55d16d7ebde51ecc2794d1adb315356338";;;"http://career.hm.com/content/hmcareer/de_ch/findjob/jobs/imported/2015/6/24/00171787.html";"Visual Merchandiser";;;;;;;;100;100;;;;;;;;;;;;"Genf";"GE";;;;;;;;;"2015-06-24-17.31.48.000000";;;;;;;;;;;;;;;;;;;;;"H&M Hennes & Mauritz AG";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1a6876335aefa35b744cea16dc2ec9072f43750ffce5da35c26ab47d3aeb6618fdb7ca67686dd5a";"c1a6876335aefa35b744cea16dc2ec9072f43750ffce5da35c26ab47d3aeb6618fdb7ca67686dd5a";;;"http://www.sygma.ch";"Area Manager";;;;;;;;100;100;;;;;;;;;;;;"Suisse (Genève)";"GE";;;;;;;;;"2015-04-17-17.09.23.000000";;;;;;;;;;;;;;;;;;;;;"SYGMA Services Engineering";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1a6876335aefa35b744cea16dc2ec9072f437501ce15ab05dd19fb542651b7983c1e9a3a01353bf";"c1a6876335aefa35b744cea16dc2ec9072f437501ce15ab05dd19fb542651b7983c1e9a3a01353bf";;;"http://www.sygma.ch";"Ingénieur de développement";;;;;;;;100;100;;;;;;;;;;;;"Suisse (Genève)";"GE";;;;;;;;;"2015-04-17-17.09.23.000000";;;;;;;;;;;;;;;;;;;;;"SYGMA Services Engineering";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"a88e851588bccffa88e13a9447b5a5cd1cf1304f1c35ab6116cbc4296aef1859eae8e695aad4ed3d";"a88e851588bccffa88e13a9447b5a5cd1cf1304f1c35ab6116cbc4296aef1859eae8e695aad4ed3d";;;"https://recrute.mycreditagricole.jobs/offer-list/offer-single/?lang=en&offer=8121";"Chargé de conduite de projet H/F";;;;;;;;100;100;;;;;;;;;;;"6643";"CH-1214 Genève";"GE";"1214";;"GE01";;;;;;"2015-07-14-06.00.11.000000";;;;;;;;;;;;;;;;;;;;;"Crédit Agricole (Suisse) SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"a88e851588bccffa88e13a9447b5a5cd1cf1304f5c69aa9a02e129f3a91f4438a9273ba25e40179e";"a88e851588bccffa88e13a9447b5a5cd1cf1304f5c69aa9a02e129f3a91f4438a9273ba25e40179e";;;"https://recrute.mycreditagricole.jobs/offer-list/offer-single/?lang=en&offer=7135";"Comptable de Fonds H/F";;;;;;;;100;100;;;;;;;;;;;"6643";"CH-1214 Genève";"GE";"1214";;"GE01";;;;;;"2015-05-27-18.20.06.000000";;;;;;;;;;;;;;;;;;;;;"Crédit Agricole (Suisse) SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"a88e851588bccffa88e13a9447b5a5cd1cf1304f02f6929d64925285146a5905c840433cc056d1b2";"a88e851588bccffa88e13a9447b5a5cd1cf1304f02f6929d64925285146a5905c840433cc056d1b2";;;"https://recrute.mycreditagricole.jobs/offer-list/offer-single/?lang=en&offer=8097";"Gestionnaire crédits hypothécaires H/F";;;;;;;;100;100;;;;;;;;;;;"6643";"CH-1214 Genève";"GE";"1214";;"GE01";;;;;;"2015-07-13-06.00.07.000000";;;;;;;;;;;;;;;;;;;;;"Crédit Agricole (Suisse) SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"a88e851588bccffa88e13a9447b5a5cd1cf1304f5b68e9294be956a85b4f30d62a28f931d7018425";"a88e851588bccffa88e13a9447b5a5cd1cf1304f5b68e9294be956a85b4f30d62a28f931d7018425";;;"https://recrute.mycreditagricole.jobs/offer-list/offer-single/?lang=en&offer=7513";"Juriste Junior - Fonds Immobiliers - Droit de la Construction H/F";;;;;;;;100;100;;;;;;;;;;;"6643";"CH-1214 Genève";"GE";"1214";;"GE01";;;;;;"2015-06-12-06.00.05.000000";;;;;;;;;;;;;;;;;;;;;"Crédit Agricole (Suisse) SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"a88e851588bccffa88e13a9447b5a5cd1cf1304f752fe34acc791694fa45d99f943c368519b7ca05";"a88e851588bccffa88e13a9447b5a5cd1cf1304f752fe34acc791694fa45d99f943c368519b7ca05";;;"https://recrute.mycreditagricole.jobs/offer-list/offer-single/?lang=en&offer=8098";"Organisateur H/F";;;;;;;;100;100;;;;;;;;;;;"6643";"CH-1214 Genève";"GE";"1214";;"GE01";;;;;;"2015-07-13-06.00.07.000000";;;;;;;;;;;;;;;;;;;;;"Crédit Agricole (Suisse) SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"a88e851588bccffa88e13a9447b5a5cd1cf1304fb6e25b8b7ab73724b376ffebb95a6926cb5ca568";"a88e851588bccffa88e13a9447b5a5cd1cf1304fb6e25b8b7ab73724b376ffebb95a6926cb5ca568";;;"https://recrute.mycreditagricole.jobs/offer-list/offer-single/?lang=en&offer=8117";"Responsable d'équipe Analyse & Prévention des risques H/F";;;;;;;;100;100;;;;;;;;;;;"6643";"CH-1214 Genève";"GE";"1214";;"GE01";;;;;;"2015-07-13-14.29.33.000000";;;;;;;;;;;;;;;;;;;;;"Crédit Agricole (Suisse) SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"a88e851588bccffa88e13a9447b5a5cd1cf1304fffc8edc13a2ac6d61b13c0d685bebabeaaf17f59";"a88e851588bccffa88e13a9447b5a5cd1cf1304fffc8edc13a2ac6d61b13c0d685bebabeaaf17f59";;;"https://recrute.mycreditagricole.jobs/offer-list/offer-single/?lang=en&offer=8120";"Responsable d'équipe Centre d'Affaires crédit H/F";;;;;;;;100;100;;;;;;;;;;;"6643";"CH-1214 Genève";"GE";"1214";;"GE01";;;;;;"2015-07-13-14.29.33.000000";;;;;;;;;;;;;;;;;;;;;"Crédit Agricole (Suisse) SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"a88e851588bccffa88e13a9447b5a5cd1cf1304f115c5615e2e7188b563f9b64720c33f99df9bf63";"a88e851588bccffa88e13a9447b5a5cd1cf1304f115c5615e2e7188b563f9b64720c33f99df9bf63";;;"https://recrute.mycreditagricole.jobs/offer-list/offer-single/?lang=en&offer=8115";"Responsable Service Expertises immobilières H/F";;;;;;;;100;100;;;;;;;;;;;"6643";"CH-1214 Genève";"GE";"1214";;"GE01";;;;;;"2015-07-13-14.29.33.000000";;;;;;;;;;;;;;;;;;;;;"Crédit Agricole (Suisse) SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c2a667a02f39ee635288180bbf2535b2c2ae5df0648124d351fdada01bab7e0d2173af76d82c3805";"c2a667a02f39ee635288180bbf2535b2c2ae5df0648124d351fdada01bab7e0d2173af76d82c3805";;;"http://www.rg-emplois.ch/fr/Offres/Techniques-Industrielles/Techniciens-SAV-H-F.html";"Techniciens SAV H/F";;;;;;;;100;100;;;;;;;;;;;;"Genève - Yverdon";"GE";;;;;;;;;"2015-07-10-01.31.33.000000";;;;;;;;;;;;;;;;;;;;;"RG emplois Sàrl";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c553858ca527d5bcae7adf734a098180b421964987a72e6fc9d9f6d9e41b98ddc7a14801583d20da";"c553858ca527d5bcae7adf734a098180b421964987a72e6fc9d9f6d9e41b98ddc7a14801583d20da";;;"http://www.veltigroup.com/site/en/careers/job/insentia/feed/consultant-technique-project-server/";"Consultant technique Project Server";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-03-10-10.06.27.000000";;;;;;;;;;;;;;;;;;;;;"insentia SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"fc8fbaaa4e11b74089206157301652b976f296ae2e01d0743a8dee487a9c23f6cd594a1d362b6d70";"fc8fbaaa4e11b74089206157301652b976f296ae2e01d0743a8dee487a9c23f6cd594a1d362b6d70";;;"http://www.jobup.ch/search/Jobview.asp?cmd=showPosting&PID=1142923&lang=fr&gui=0";"Menuisier d'atelier avec 2 ANS d'experience SUR geneve minimum pour travailler dans la région Genevoise";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-03-11.24.56.000000";;;;;;;;;;;;;;;;;;;;;"GTI Gestion du Travail Intérimaire SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"fc8fbaaa4e11b74089206157301652b976f296aef56e2a9a8f96c5feff6b50e01f05d86898b77d8c";"fc8fbaaa4e11b74089206157301652b976f296aef56e2a9a8f96c5feff6b50e01f05d86898b77d8c";;;"http://www.jobup.ch/search/Jobview.asp?cmd=showPosting&PID=1142921&lang=fr&gui=0";"Poseurs de plancher technique et de faux plafond metallique";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-03-11.24.56.000000";;;;;;;;;;;;;;;;;;;;;"GTI Gestion du Travail Intérimaire SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"36d793462301116d188b4996e19bf52cea08ffde070dafcb55881e67b7fce04cfb94faa33639b865";"36d793462301116d188b4996e19bf52cea08ffde070dafcb55881e67b7fce04cfb94faa33639b865";;;"https://searchapp-695.umantis.com/Vacancies/1043/Description/Detail/ShowDocument/Area%20Manager%20Genf.pdf?ep=./ExternalPublications/1/Documents/1/File";"Area Manager Pharma (m/w) Genève (80-100%)";;;;;;;;80;100;;;;;;;;;;;;"Genf (Region)";"GE";;;;;;;;;"2015-07-09-14.33.27.000000";;;;;;;;;;;;;;;;;;;;;"AurigaVision AG";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"8e96cedfa6d626c505262f65559d7569a516ba680b41639021c8533346cf28937fa91fcaa245ed2e";"8e96cedfa6d626c505262f65559d7569a516ba680b41639021c8533346cf28937fa91fcaa245ed2e";;;"https://barclays.taleo.net/careersection/2/jobdetail.ftl?job=00218608&lang=en_GB";"Monitoring %26 Testing Analyst";;;;;;;;100;100;;;;;;;;;;;;"CH-GE";"GE";;;;;;;;;"2015-07-16-16.11.19.000000";;;;;;;;;;;;;;;;;;;;;"Barclays Capital";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"8e96cedfa6d626c505262f65559d7569a516ba6880a1e0b9fcfda7a2c7f2b709429209b801f45b58";"8e96cedfa6d626c505262f65559d7569a516ba6880a1e0b9fcfda7a2c7f2b709429209b801f45b58";;;"https://barclays.taleo.net/careersection/2/jobdetail.ftl?job=00216668&lang=en_GB";"PBE - MENA";;;;;;;;100;100;;;;;;;;;;;;"CH-GE";"GE";;;;;;;;;"2015-07-16-16.11.19.000000";;;;;;;;;;;;;;;;;;;;;"Barclays Capital";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"be4f30042a114d3b4f569128f11ec510ead00ca082d861c32f8ace6635f9e784515f67eabb6a4335";"be4f30042a114d3b4f569128f11ec510ead00ca082d861c32f8ace6635f9e784515f67eabb6a4335";;;"http://www.jobup.ch/search/Jobview.asp?cmd=showPosting&PID=1138280&lang=fr&gui=0";"Coiffeur / Coiffeuse";;;;;;;;100;100;;;;;;;;;;;;"Genève (Ville de Genève)";"GE";;;;;;;;;"2015-06-18-08.05.42.000000";;;;;;;;;;;;;;;;;;;;;"Nuances SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"be4f30042a114d3b4f569128f11ec510ead00ca071bd4684f47ff8a008aeab772f9dc5e491689538";"be4f30042a114d3b4f569128f11ec510ead00ca071bd4684f47ff8a008aeab772f9dc5e491689538";;;"http://www.jobup.ch/search/Jobview.asp?cmd=showPosting&PID=1140306&lang=fr&gui=0";"Manucure";;;;;;;;100;100;;;;;;;;;;;;"Genève (Ville de Genève)";"GE";;;;;;;;;"2015-06-24-10.26.11.000000";;;;;;;;;;;;;;;;;;;;;"Nuances SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"250e2ebe754c46f4c8458d85e6acf3df154d3f14f03efc7a9db63274f38fec2e7ee5ef17817a2cd0";"250e2ebe754c46f4c8458d85e6acf3df154d3f14f03efc7a9db63274f38fec2e7ee5ef17817a2cd0";;;"http://www.helvetica-partners.com/2015/05/26/ingenieur-dapplication-et-developpeur-flexnet-geneve/";"Ingénieur d'application et développeur flexnet (Genève)";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-05-28-17.43.00.000000";;;;;;;;;;;;;;;;;;;;;"Helvetica Partners Sàrl";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"250e2ebe754c46f4c8458d85e6acf3df154d3f1494115d25399caa0172eab96f560faa550dfb90af";"250e2ebe754c46f4c8458d85e6acf3df154d3f1494115d25399caa0172eab96f560faa550dfb90af";;;"http://www.helvetica-partners.com/2015/03/11/ingenieur-electronique-geneve-2/";"Ingénieur électronique (Genève)";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-04-24-11.12.59.000000";;;;;;;;;;;;;;;;;;;;;"Helvetica Partners Sàrl";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"250e2ebe754c46f4c8458d85e6acf3df154d3f144c473c905f9b51171c732c229825ba1bfb4a0ecb";"250e2ebe754c46f4c8458d85e6acf3df154d3f144c473c905f9b51171c732c229825ba1bfb4a0ecb";;;"http://www.helvetica-partners.com/2015/04/16/ingenieur-systeme-team-leader-geneve/";"Ingénieur système - Team Leader (Genève)";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-05-07-04.00.23.000000";;;;;;;;;;;;;;;;;;;;;"Helvetica Partners Sàrl";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6b35a9c681e8c6d7e64d10bd2662c48c6d5c2f883510b7e0b1516934c5ebe7c6d1b330f8a2661ee4";"6b35a9c681e8c6d7e64d10bd2662c48c6d5c2f883510b7e0b1516934c5ebe7c6d1b330f8a2661ee4";;;"http://www.pharmacie-principale.ch/emplois";"assistant(e)s en pharmacie remplaçant(e)s";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-05-22-13.43.36.000000";;;;;;;;;;;;;;;;;;;;;"PP Pharmacie Principale SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"250e2ebe754c46f4c8458d85e6acf3df154d3f14a02a0507f61072fe05c151afc51acfb3d84618e0";"250e2ebe754c46f4c8458d85e6acf3df154d3f14a02a0507f61072fe05c151afc51acfb3d84618e0";;;"http://www.helvetica-partners.com/2015/01/30/programmateur-automaticien-geneve/";"Programmateur automaticien (Genève)";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-02-25-16.37.08.000000";;;;;;;;;;;;;;;;;;;;;"Helvetica Partners Sàrl";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"250e2ebe754c46f4c8458d85e6acf3df154d3f14db05eec1e8bc2153a5e39fc356aef1ce0e449a6f";"250e2ebe754c46f4c8458d85e6acf3df154d3f14db05eec1e8bc2153a5e39fc356aef1ce0e449a6f";;;"http://www.helvetica-partners.com/2015/03/19/specialiste-iam-geneve/";"Spécialiste IAM (Genève)";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-03-20-16.11.13.000000";;;;;;;;;;;;;;;;;;;;;"Helvetica Partners Sàrl";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"d473f7352d4415d5517273f9aecf8d3b03f6038755c66bec2513011552f9a95c33a4ef28bbf7dc79";"d473f7352d4415d5517273f9aecf8d3b03f6038755c66bec2513011552f9a95c33a4ef28bbf7dc79";;;"http://www.aazemplois.ch/job-de/handel-/-verkauf/aussendienst-/-account-management/account-manager-it/e-commerce/digitale/genf/aazla-hah-05476";"ACCOUNT MANAGER IT/E-commerce/Digitale";;;;;;;;100;100;;;;;;;;;;;;"Genf";"GE";;;;;;;;;"2015-07-13-01.31.21.000000";;;;;;;;;;;;;;;;;;;;;"A à Z emplois SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"a2ee2196138f9960f128cce0512107535176b75236df82256bf3351365548f71830de1f8b82fdc26";"a2ee2196138f9960f128cce0512107535176b75236df82256bf3351365548f71830de1f8b82fdc26";;;"http://www.jobup.ch/masks/pdf/1144524.pdf";"Technicien en menuiserie";;;;;;;;100;100;;;;;;;;;;;;"Genève (Rive gauche)";"GE";;;;;;;;;"2015-07-11-22.25.33.000000";;;;;;;;;;;;;;;;;;;;;"Barro et Cie SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"d473f7352d4415d5517273f9aecf8d3b03f6038781098a857c24799a4c2de2b37b56ba29fbda015e";"d473f7352d4415d5517273f9aecf8d3b03f6038781098a857c24799a4c2de2b37b56ba29fbda015e";;;"http://www.aazemplois.ch/job-de/informatik-/-telekommunikation/netzwerk-/-sicherheit-/-hardware/ingenieur-expert-cisco-unified-communications--ucc--h/f/genf/aazla-hah-05473";"Ingénieur Expert Cisco Unified Communications (UCC) H/F";;;;;;;;100;100;;;;;;;;;;;;"Genf";"GE";;;;;;;;;"2015-07-03-17.06.06.000000";;;;;;;;;;;;;;;;;;;;;"A à Z emplois SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"d473f7352d4415d5517273f9aecf8d3b03f603873b261f117b3312ec4bfabc86fae4f942d5c5d01e";"d473f7352d4415d5517273f9aecf8d3b03f603873b261f117b3312ec4bfabc86fae4f942d5c5d01e";;;"http://www.aazemplois.ch/job-de/informatik-/-telekommunikation/datenbank-spezialist-/-architektur/ingenieur-systeme-citrix-h/f/genf/aazla-hah-05369";"Ingénieur Système CITRIX H/F";;;;;;;;100;100;;;;;;;;;;;;"Genf";"GE";;;;;;;;;"2015-04-01-02.29.49.000000";;;;;;;;;;;;;;;;;;;;;"A à Z emplois SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
